Sentence,Event
national westminster said that it was responding to general easing in money market rates,rate_change
it said it planned to invite shareholders and nonvoting stockholders to subscribe to a warrant bond issue of around 150 mln swiss francs to be made after the june 2 annual meeting,general
one company being studied could possibly be acquired on a friendly basis he said,merger
fed officials do not comment on such intervention but dealers said it appeared that the fed had intervened when the dollar reached 14750 yen in new york,rate_change
qintex said it is extending the offer to allow princeville to comply with federal law restricting the ownership of us airlines by nonus citizens and to finalize the terms and conditions of the letter of credit or bank guarantee required under the previously announced acquisition agreement,merger
as a result of the acquisition inverness has bank debt of 180 mln dlrs it said,merger
he also declined to say what sort of sum unilever hoped to realise from the operation beyond noting that chesebrough had paid around 125 billion dlrs for stauffer chemical co which operates outside unilevers core activities,rate_change
pentland said proceeds from the offering will be used by reebok to retire bank debt incurred in its acquisition of avia group for about 180 mln dlrs,merger
some analysts saw the wedge statement as a boost to peschs takeover effort and a further sign that there could be some shareholder dissatisfaction following american medicals previous rejection of a 20 dlr per share all cash offer from pesch,merger
commented another diplomat kuwait must be happy that the us has done something but relieved that faw was not attacked on its doorstep,general
net includes charges 157 mln dlrs in both periods of latest year vs charges 239 mln dlrs in both periods of earlier year from merger of divisions,merger
shells product sells for 145 yen per litre 15 yen higher than regular gasoline and has already achieved a 38 pct share of japans high octane gasoline market it said,general
some consumers wanted differentials to be adjusted in a way that would not promote buffer stock purchases of the more expensive cocoas such as ghanaian and brazilian they said,general
savings acuisition in california announced the federal home loan bank board fhlbb announced the acquisiton of south bay savings amp loan association in gardena calif by standard pacific savings of costa mesa calif,rate_change
sterling peaked at a high of 16075 dlrs before settling to a steady 16050 about 1300 gmt nearly a cent higher than the european low of 15960,general
the broker noted that two months ago venezuelas central bank quietly announced that banks doing foreign exchange business outside venezuela would have to respect a new 200 pct reserve requirement,rate_change
also in the event northeast enters into certain business combination transactions holders of the rights will be provided a right to acquire equity securities of the acquiring entity having a market value of twice the thencurrent exercise price of the rights the company said,merger
backlog 281 mln dlrs vs 225 mln dlrs at end of previous quarter and 210 mln dlrs at end of prior years second quarter,general
tandy lttan 3rd quarter revenues up 12 pct tandy corp said consolidated sales and operating revenues for the third quarter ended march 31 totaled nearly 7760 mln dlrs up 12 pct from 6934 mln dlrs last year,earnings
the company also said the write off includes expenses associated with the acquisition of us medical enterprises inc and with the restructuring of certain partnerships,merger
avia stockholders also seek to receive compensation from the defendants who include most of avia directors according to court papers,general
trelleborg take larger slice of boliden swedish tyres process equipment and components firm lttrelleborg ab said it was taking a larger stake in mining and metals concern boliden ab ltbldsst than it had originally intended,general
more brusca believes the fed will have to add 35 to four billion dlrs a day in reserves in this statement period,rate_change
both bass and linder have acquired taft shares in recent months,merger
jestin said given the fact the us economy is showing signs of weakeningparticularly car salesit would indicate that part of the strength in canadas trade figures is probably transitory,earnings
the stock was acquired for investment purposes the group said adding it may purchase or sell additional shares in the future,merger
ust corp ltutsbo 1st qtr net shr 41 cts vs 31 cts net 4568656 vs 3461674 assets 17 billion vs 14 billion deposits 146 billion vs 119 billion note 1986 results restated to reflect a 100 pct stock dividend,general
its revenues for the year ended february 28 totaled about 20 mln canadian dlrs,earnings
